Cena;Data dodania;Lokalizacja;Na sprzedaż przez;Rodzaj nieruchomości;Liczba pokoi;Liczba łazienek;Wielkość (m2);opis;Parking
705000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;250;"Ostatni 4-pokojowy segment skrajny o powierzchni 205 m2 na działce 500 m2 z 2012 roku w Wesołej os. Stara Miłosna. 
 
 Atutem nieruchomości jest jego funkcjonalne rozmieszczenie pomieszczań oraz położenie w najbliższej części lasu w os. Stara Miłosna. 
 
 Dom podpiwniczony, a w nim pomieszczenie techniczne i duże pomieszczenie o powierzchni 30 m2 do dowolnej adaptacji, garaż dwustanowi-skowy. 
 Parter to salon 31 m2 z wyjściem na taras i ogród, oraz holl 10,50 m2, kuchnia z jadalnią 18 m2 , spiżarnia 6 m2, i WC. 
 Poddasze to 3-pokoje (14,52 m2, 11,50 m2,14 m2), holl 9 m2 oraz łazienka 7 m2, do każdej sypialni przynależy balkon z bezpośrednim wyjściem z pokojów, plus strych na domowe gadżety. 
 
 Gratis meble kuchenne i profesjonalna aranżacja wnętrza domu . 
 
 Do budowy domu wykorzystano wysokiej jakości materiały- na dachu ceramiczna dachówka, cegła porotherm. 
 
 Dodatkowo w domu rekuperacja powietrza- która zapewnia zdrowie, oszczędność i odzysk ciepła oraz zamontowany został odkurzacz centralny. 
 
 Lokalizacja: 
 Osiedle Stara Miłosna, gdzie znajduje się oferowany do sprzedaży dom charakteryzuje się niską zabudową domów jednorodzinnych. W promieniu kilometra od nieruchomości są: dwa place zabaw, trzy szkoły podstawowe (planowane liceum), cztery supermarkety, trzy siłownie (fitness), sześć salonów fryzjerskich, kilkanaście restauracji (sushi, pizza, MC, KFC, kuchnia polska itp.). 
 
 Odległość do przystanku autobusowego to około 50 m. Bardzo dobra komunikacja do Centrum szybką Koleją Miejską SKM S2 i S1. 
 
 Zapraszam do zakupu. 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155804-7Lokalizacja: Mazowieckie, Warszawa, Wesoła, Stara Miłosna...Oferta opublikowana przez program Trimo";
820000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;50;"Do sprzedania 2 pokojowe mieszkanie o powierzchnia - 50m2 w samym centrum Warszawy.

Mieszkanie własnościowe. Jedyne mieszkanie w kamienicy z dwoma balkonami (przy części kuchennej i przy pokoju - salonie). Balkony duże - 290x130. Można zamontować markizy (obecnie są) albo rolety przeciwsłoneczne co jest wskazane bo słońce operuje przez cały dzień. Mieszkanie bardzo ustawne, robi wrażenie dużo większego. 
Wysokość 2,7 m, duże trójskrzydłowe okna.

Po generalnym remont w 2010r. 
W mieszkaniu jest nowa (3 lata) klimatyzacja, utrzymana w bardzo dobrym stanie (jednostka centralna zlokalizowana na balkonie `ubierana` na zimę w pokrowiec). 
Do mieszkania przynależy piwnica 5m2. Poziom piwnic utrzymany w bardzo dobrym stanie, czysto, nigdy nie było włamań.

Wszystkie okna wychodzą na Al.Jerozolimskie. Naprzeciwko Muzeum Wojska Polskiego i Muzeum Narodowego. Wystawa wschodnio - południowa, mieszkanie bardzo widne.

Perspektywa i widok wzdłuż osi Alei Jerozolimskiej na całą południową Warszawę, jedyne miejsce z widokiem z tej perspektywy (z dwóch balkonów) 

Lokal dostępny od II połowy lipca, przeprowadzka do innego mieszkania w trakcie remontu z zakończeniem planowanym na koniec czerwca. 

Budynek z 1958 roku, 7 piętrowy z windą. Cegła, grube ściany. Kamienica po wymianie pionów, instalacji, klatki czyste i zadbane.
Pod blokiem parking z miejscami dla MIESZKAŃCÓW

Lokalizacja i skomunikowanie najlepsze na świecie, wszędzie blisko. Samo Centrum (nie może być bardziej w Centrum). Dookoła pełna infrastruktura.

`/Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.`/Numer oferty w biurze: 137910126Lokalizacja: Mazowieckie, Warszawa, Śródmieście, Smolna...Oferta opublikowana przez program Trimo";
549000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;73;"Do sprzedania 3-pokojowe mieszkanie o powierzchni 72,3 m2.

Mieszkanie zlokalizowane na Woli. Mieszkanie znajduje się na 2 piętrze w budynku 9 piętrowym z 2001 r. z windą. Bardzo ładne, ciche, trzypokojowe mieszkanie z dużym balkonem. 
Trzy pokoje: 12m, 10m i 25m. Kuchnia: 10m2. Z salonu wyjście na ok. 12m balkon. Łazienka i oddzielna toaleta. Kuchnia umeblowana w wysokim standardzie - drewniana zabudowa z AGD wiodącej marki.

Cena zawiera miejsce postojowe usytuowane w sąsiednim budynku - garaż wielopoziomowy.

Instalacje w mieszkaniu:
telewizja kablowa, internetowa 

`/Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.`/Numer oferty w biurze: 193650126Lokalizacja: Mazowieckie, Warszawa, Wola, Kacza...Oferta opublikowana przez program Trimo";
1350000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;386;"Na sprzedaż dom wolno stojący o powierzchni 386 m2 na działce o pow. 1315 m2 w odległości 300 m od przystanku ZTM Dąbrówka na Ursynowie, pośród zabudowy jednorodzinnej i osiedli bliźniaków, budowany dla siebie, z garażem na 2 samochody, sporym parkingiem, tarasem od południa, bardzo dużym terenem zielonym, z budynkiem gospodarczym i drugim wjazdem na posesję - świetne miejsce również na restaurację lub inną działalność. 
Salon ma pow. 60 m2 (3 m wysokości) z kominkiem z płaszczem wodnym, wykończony gresem, połączony z kuchnią (15 m2) z dębową zabudową. 
Na dole: pokój gościnny, duża garderoba, pralnia i 2 łazienki. 
Na pietrze, na które wiodą szerokie schody: 4 sypialnie, salon łazienkowy i duża biblioteka z siłownią. Na poddaszu wydzielone 2 strychy. 
Dom z systemem UPS, panelami słonecznymi, ogrzewaniem dachowym i zbiornikiem na deszczówkę do podlewania dużego ogrodu. Nowy zbiornik na gorącą wodę, nowa instalacja solarna i niedawno wymieniany piec. Duża zaleta: przemili sąsiedzi. 
Zapraszam na prezentację. 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155761-33Lokalizacja: Mazowieckie, Warszawa, Ursynów, Dąbrówka...Oferta opublikowana przez program Trimo";
530000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;4 pokoje;;93;"Mieszkanie jest zlokalizowane w drugim bloku od ulicy na 4 piętrze. Pod oknami nie ma ulicy, parkingu czy śmietnika, tylko teren zielony. Ma prawie 93 m2 i składa się z dużego pokoju z otwartą kuchnią (z oknem), trzech sypialni (w tym jedna sypialnia jest z łazienką z wanną), garderoby i drugiej łazienki (z prysznicem). Mieszkanie ma dwa balkony - jeden ma ok 5 m2, a drugi ok 6 m2.

W najbliższej okolicy znajduje się mnóstwo sklepów, hipermarkety (Leclerc, Biedronka, Lidl), usługi (salony fryzjerskie, salony kosmetyczne, barber), kliniki medyczne (Dębski Clinic, Nova Medical, Centrum Rehabilitacji Bielany), nowo otwarta Galeria Młociny, Galeria Bemowo, Galeria Północna, restauracje i cukiernie, pasmanteria, weterynarz. Nie brakuje też terenów rekreacyjnych i zielonych, takich jak Stawy Brustmana, Lasek Lindego, Uroczysko Młociny, Puszcza Kampinowska. W odległości 5 minut spaceru są zlokalizowane przystanki tramwajowe i autobusowe, do wejścia do stacji metra Młociny jest ok. 10 minut na piechotę.

Niedaleko mieszkania są zlokalizowane placówki edukacyjne - przedszkola, szkoły podstawowe, liceum ogólnokształcące i uczelnie wyższe.

Posiadamy jedno miejsce parkingowe w garażu podziemnym (dodatkowo płatne). Do garażu na poziom -1 zjeżdżają 2 windy.

/`Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.`/Numer oferty w biurze: 226070126Lokalizacja: Mazowieckie, Warszawa, Bielany, Sokratesa...Oferta opublikowana przez program Trimo";
888000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;240;"Segment 5-pokojowy o powierzchni 240 m2 na działce 170 m2 z 2001 roku usytuowany w Wesołej os. Stara Miłosna. 
 
Dom położony w sercu Starej Miłosnej, nie mieści się przy żadnej hałaśliwej drodze, w bliskiej odległości sklepy-spożywcze, szkoły, przedszkola, restauracje. 
 
Nieruchomość składa się się z 4-kondygnacji: 
Przyziemie 60 m2 - garaż na 2 samochody, pomieszczenie gospodarcze, pokój do własnej aranżacji. 
I Piętro 60 m2 - wiatrołap, salon z wyjściem na taras, kuchnia, łazienka. 
II Piętro 60 m2 - pokój około 15 m2, pokój około 35 m2 z możliwością podziału a 2 osobne (powrót do stanu poprzedniego), łazienka. 
III Piętro 60 m2 - o pełnej wysokości do własnej aranżacji. 
 
Media: 
kanalizacja miejska, ogrzewanie gazowe piecem 2-funkcyjnym FERROLI, woda miejska, klimatyzacja pierwszego i drugiego piętra. 
 
Lokalizacja: 
Osiedle Stara Miłosna, gdzie znajduje się oferowany do sprzedaży dom charakteryzuje się niską zabudową domów jednorodzinnych. W promieniu kilometra od nieruchomości są: dwa place zabaw, trzy szkoły podstawowe (planowane liceum), cztery supermarkety, trzy siłownie (fitness), sześć salonów fryzjerskich, kilkanaście restauracji (sushi, pizza, MC, KFC, kuchnia polska itp.). 
 
Odległość do przystanku autobusowego to około 50 m. Bardzo dobra komunikacja do Centrum szybką Koleją Miejską SKM S2 i S1. 
 
Zapraszam do zakupu. 
 
 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155763-12Lokalizacja: Mazowieckie, Warszawa, Wesoła, Stara Miłosna...Oferta opublikowana przez program Trimo";
2200000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;4 pokoje;;75;"Mieszkanie w spokojnej i zielonej okolicy choć niedaleko od centrum. Mieszkanie jest ciche wokół dużo zieleni tu nie ma problemów z zanieczyszczeniem powietrza po drugiej stronie ulicy zaczyna się Las Bielański.

Mieszkanie znajduje się na 1 piętrze 6-cio piętrowego budynku, w willowej części dzielnicy, na terenie ogrodzonym, tu znajduje się miejsce parkingowe.

Przy domu jest przystanek autobusowy, niedaleko linia tramwajowa a stacja metra oddalona o 10 minutowy spacer.

W pobliżu liczne sklepy i punkty usługowe. Pod domem ścieżka rowerowa prowadząca do Śródmieścia.

Mieszkanie skład się z czterech pokoi:

I - 19,49 m2

II - 11,05 m2

III 10,25 m2

IV 7,34 m2

kuchni 7,64 m2

lazienki 2,95 m2

WC 1,59 m2

przedpokoju ( z trzema dużymi szafami wnękowymi i pawlaczami ) 13,92 m2

balkonu 

oraz piwnicy 2,65 m2

/`Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.`/Numer oferty w biurze: 212700126Lokalizacja: Mazowieckie, Warszawa, Bielany...Oferta opublikowana przez program Trimo";
869000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;300;"Dom wolnostojący 6-pokojowy o powierzchni 300 m2 z 2002 r. na działce 1170 m2 na Wawrze Radość w pobliżu ulicy Wągrowieckiej. 
 
 Nieruchomość utrzymana w dobrym stanie technicznym, w 2012 r remont łazienek, zmiana okien i ocieplenie. W domu przeważają naturalne materiały wykończeniowe (drewno, kamień) i stanowią doskonała bazę do ewentualnego prze aranżowania domu w celu dostosowania go do indywidualnych potrzeb i gustu. 
 
 
Parter tot duża przestrzeń dzienna - salon i jadalnia o łącznej powierzchni ponad 61 m2, kuchnia, weranda, pokój, łazienka, toaleta dla gości i garderoba. Salon od strony południowej z otwartym kominkiem, na podłodze płyty z kubańskiego marmuru. 
Piętro to 5-pokoi, łazienka, garderoba i dwa duże tarasy (w tym jeden zadaszony). Na piętro dodatkowo prowadzą zewnętrzne schody, więc ta część może stanowić niezależne mieszkanie. 
 Podpiwniczenie to pomieszczenia gospodarcze 120 m2. 
 
Media: gaz, woda ujęcie własne (w ulicy wodociąg), szambo. 
 
Ogród: od strony południowej z systemem automatycznego podlewania. 
 
Lokalizacja: W sąsiedztwie domy jednorodzinne, dużo zieleni, tereny rekreacyjne ze ścieżkami rowerowymi. 
 
Zapraszam do kupna.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155940-1Lokalizacja: Mazowieckie, Warszawa, Wawer...Oferta opublikowana przez program Trimo";
615000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;60;"MIESZKANIE NA SPRZEDAŻ 

Powierzchnia mieszkania 60 m2.

Mieszkanie położone jest na 7 piętrze 8 piętrowym bloku.

Dwa lokale na piętrze. Możliwość zamieszkania bez konieczności remontu. 

Blisko planowej do oddania w 2023 roku stacji metra - Ratusz Bemowo. Dobre skomunikowanie z centrum, oraz innymi dzielnicami - tramwaje i autobusy. 

Na osiedlu sklepy - Lidl, Żabka a w pobliżu Tesco i Auchan, oraz Hala Człuchowska. Pomierniki ciepła na grzejnikach, oraz liczniki wody zimnej i ciepłej.



/`Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.`/Numer oferty w biurze: 224470126Lokalizacja: Mazowieckie, Warszawa, Bemowo...Oferta opublikowana przez program Trimo";
470000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;263;"Energooszczędny elegancki dom wolno stojący, 8-pokojowy, o pow. 263 m2 na działce 2100 m2 wybudowany z cegły w 2011 r. przy ulicy Bruzdowej w Wilanowie. 
Oferta dla osób, które chcą mieć kontakt z przyrodą jednocześnie mieszkając w mieście. 
 
 Rustykalny dworek w bardzo cichej okolicy - leżący przy lesie i rzeczce Wilanówce płynącej do jeziorka przy pałacu w Wilanowie. 
 
 Duży zagospodarowany ogród - rośliny kwitną przez cały sezon. 
 
 Ekologiczne ogrzewanie pompą ciepła, wentylacja z rekuperacją chroniąca przez pyłkami oraz smogiem. Oszczędność i wygoda. 
 
 Dom wyposażony w wiele urządzeń w tym centralny odkurzacz, instalację do projektora etc. 
Garaż dwustanowiskowy. 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-156244Lokalizacja: Mazowieckie, Warszawa, Wilanów, Bruzdowa...Oferta opublikowana przez program Trimo";
590000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;2 pokoje;;38;"2 pokoje na 4 piętrze w bloku czteropiętrowym. 

Dwa pokoje, kuchnia oddzielna z oknem, łazienka, przedpokój. Ładne mieszkanie rozkładowe. 

Pełna własność. 
Zarządza wspólnota. 

W pobliżu: szkoły, żłobek, przedszkole, przychodnia, liczne sklepy, Galeria Młociny. 

Blisko do metra 150 m, węzeł komunikacyjny Młociny.

/`Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację`/.Numer oferty w biurze: 227210126Lokalizacja: Mazowieckie, Warszawa, Bielany...Oferta opublikowana przez program Trimo";
